"episodeSeqNum","showCode","episodeNum","airDate","url","episodeTitle","episodeSummary","audioUrl","frameRateHz","numChannels","durationSecs","notes"
"2985","tpc",NULL,"2006-03-01","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: ANGELO COBRASCI - Tonight we're going to be focusing on local (Memphis area) politics as 2006 features more races on the ballot than any other year in Shelby County history! Angelo Cobrasci is the founder of the Defenders of Freedom and is a Memphis political consultant. He'll be my guest for the entire hour as we deliver you a primer for the campaigns to come and offer our unique commentary to all of the issues related to the candidates at hand!",NULL,NULL,NULL,NULL,NULL
"2986","tpc",NULL,"2006-03-02","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"POLITICAL CESSPOOL MAKES FRONT PAGE NEWS IN MEMPHIS! Tonight, host James Edwards will be joined by Winston Smith and Bill Rolen as they discuss the show's proudest moment - being named to the Southern Poverty Law Center's ""Hate"" List! For more information on this story regarding our show, please consult the front page of today's Commercial Appeal. We were also the top story on the 6:00 edition of Action News 5. Tune in this evening and learn what all the fuss is about!",NULL,NULL,NULL,NULL,NULL
"2987","tpc",NULL,"2006-03-03","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: ED STEELE - Back by popular demand is attorney Ed Steele. Mr. Steele was our guest for a highly successful interview back in October and he rejoins us tonight to discuss the ""freedom of speech.""",NULL,NULL,NULL,NULL,NULL
"2988","tpc",NULL,"2006-03-06","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"CESSPOOL CELEBRITY SPECIAL - Join host James Edwards and Bill Rolen tonight as they spend the entire hour recapping this week's events, including all of that juicy press! We will open up the phone lines tonight (901.872.8862) and give YOU the chance to share your opinions regarding our show. Unlike the Commercial Appeal, we believe in freedom of speech. We will also be giving away an autographed copy of the front page news story that catapulted us into national prominence! Don't miss!",NULL,NULL,NULL,NULL,NULL
"2989","tpc",NULL,"2006-03-07","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: JOE McCUTCHEN - Joe is the chairman of Protect Arkansas NOW, an America First Immigration Reform group, and will be on tonight to discuss the rampant lawlessness taking place on our Mexican border - and those in Congress who are allowing this treason to happen! Mr. McCutchen was also a leader of the original Minuteman Project. During the opening of the show, we will be highlighting two examples of political correctness run amok; a lesbian homecoming ""king"" and a man under fire for advertising that he speaks English! Don't miss!",NULL,NULL,NULL,NULL,NULL
"2990","tpc",NULL,"2006-03-08","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: DR. VIRGINIA ABERNETHY - Dr. Abernethy, a professor emeritus at Vanderbilt University in Nashville, Tennessee, will be our guest tonight as we discuss the dangers of cultural marxism (political correctness) and ""thought policing."" Dr. Abernethy is a well respected lecturer and a venerable leader of the conservative cause.",NULL,NULL,NULL,NULL,NULL
"2991","tpc",NULL,"2006-03-09","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: FRANKLIN SANDERS - Join Cesspool co-host Winston Smith as he fills in for James Edwards tonight and interviews the League of the South's Franklin Sanders about the topic of agrarianism. (This interview was originally scheduled for last week, but was rescheduled to tonight.)",NULL,NULL,NULL,NULL,NULL
"2992","tpc",NULL,"2006-03-10","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: CARL GIAMMARESE - Carl Giammarese is the lead singer of the world famous rock 'n roll group, The Buckinghams. Throughout the 1960's, his band cranked out hit after hit, including the songs, ""Don't You Care,"" ""Hey Baby (They're Playing Our Song)"" and the #1 hit, ""Kind of a Drag."" Join us tonight as we cover some politics, then get off the beaten path with a fun interview featuring this legendary hitmaker! (The last 30 minutes of tonight's program is a pre-recorded interview.)",NULL,NULL,NULL,NULL,NULL
"2993","tpc",NULL,"2006-03-13","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUESTS: BAY BUCHANAN and DR. MICHAEL HILL - Tonight we will air an interview we conducted with former treasurer of the United States, Bay Buchanan. Bay is also the president of The American Cause and will be talking with us about the original Minuteman Project and the illegal immigration crisis in general. You'll be getting a double-dip this evening! Immediately after the interview with Ms. Buchanan, we bring to you the League of the South's Michael Hill, who will be addressing the cultural topic of Southern Nationalism. All of this, and more, when you tune into The Political Cesspool!",NULL,NULL,NULL,NULL,NULL
"2994","tpc",NULL,"2006-03-14","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"VARIETY SHOW - Host James Edwards will be joined once again by Winston Smith as they offer their commentary on several different stories that have caught our attention - and will intrigue you as well! We'll be bouncing around from South Dakota's stand against abortion to Lou Dobbs, George Bush and much more!",NULL,NULL,NULL,NULL,NULL
"2995","tpc",NULL,"2006-03-15","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: ANGELO COBRASCI - Angelo is the founder of the Defenders of Freedom and is our local political correspondent. We'll be recapping the events of the big Southern Republican Leadership Conference, which took place here in Memphis over the weekend. Just wait until we sink our teeth into this one! We'll also be reading a statement from Pat Buchanan regarding the meeting.",NULL,NULL,NULL,NULL,NULL
"2996","tpc",NULL,"2006-03-16","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: MICHAEL HIRT - Winston Smith fills in for host James Edwards tonight and interviews Michael Hirt. Mr. Hirt is a layman exorcist who says he can perform exorcisms to rid America of the left wing. Is he saying that liberals are demon possessed? When is he going to get started? Tune in tonight to find out!",NULL,NULL,NULL,NULL,NULL
"2997","tpc",NULL,"2006-03-17","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: JAMES D. JONES - J.D. is the Chairman of the Independent America First Party of Tennessee and is a regular guest on The Political Cesspool. Tune in tonight and become informed about a REAL Constitutional Conservative party here in Tennessee! The AFPTN is fielding candidates for public office in 2006 and will be holding their annual state convention in Nashville on Saturday, April 8.",NULL,NULL,NULL,NULL,NULL
"2998","tpc",NULL,"2006-03-22","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: GENERAL HAL MOORE - Retired Lt. General Harold G. Moore is on the show tonight to discuss his distinguished military career and the book he wrote that inspired Mel Gibson's movie, ""We Were Soldiers."" *** (NOTE: Our internet simulcast had been experiencing technical difficulties for the past two nights, but is now back in working order. Enjoy this evening's program!) ***",NULL,NULL,NULL,NULL,NULL
"2999","tpc",NULL,"2006-03-24","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"TENNESSEE U.S. CONGRESSIONAL DISTRICT 8 CONTROVERSY - We will be rounding out the week recapping a story that we began the week by covering. The freedom of speech controversy that has surrounded the District 8 race could soon become national news. Tune in tonight as we explain the latest developments and discuss the matter with candidate James Hart and his attorney, Richard Barrett.",NULL,NULL,NULL,NULL,NULL
"3000","tpc",NULL,"2006-03-27","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUESTS: JAMES HART and JOHN FARMER - Tune in tonight to hear from two of the three candidates seeking the Republican Nomination in Tennessee's 8th U.S. Congressional District. This race is highly controversial and we continue our coverage of it tonight!",NULL,NULL,NULL,NULL,NULL
"3001","tpc",NULL,"2006-03-28","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: REV. TED PIKE - Join us this evening as we bring back listener favorite Ted Pike! Rev. Pike will be on the program to discuss the freedoms of speech in America - or lack thereof! Don't miss!",NULL,NULL,NULL,NULL,NULL
"3002","tpc",NULL,"2006-03-30","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: ANGELO COBRASCI - Join us tonight as we get personal with our local political insider, Angelo Cobrasci. Angelo opens up to us about a variety of issues, as well as what direction we need to take in order to reclaim America's destiny.",NULL,NULL,NULL,NULL,NULL
"3003","tpc",NULL,"2006-04-03","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: GORDON LEE BAUM, Esq. - We kick off Confederate History Month tonight with an interview featuring attorney Gordon Lee Baum of the Council of Conservative Citizens. Gordon will offer us a unique perspective as we reflect upon the Southern Culture that was. Don't miss!",NULL,NULL,NULL,NULL,NULL
"3004","tpc",NULL,"2006-04-04","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"DISTRICT 8 DEBATE PRE-GAME SHOW - We'll spend the bulk of tonight's program recapping the ensuing and ever-evolving controversy that surrounds the race in Tennessee's 8th U.S. Congressional District. We've been following this story for a couple of weeks now (consult our broadcast archives for more info) and have taken it upon ourselves to advance the freedom of speech by sponsoring a debate of these candidates on Wednesday night at Coletta's restaurant. Tune in this evening for all the details!",NULL,NULL,NULL,NULL,NULL
"3005","tpc",NULL,"2006-04-05","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: SAM DICKSON, Esq. - This renowned attorney has been advancing issues of the right for decades and is very highly respected throughout the ""America First"" circuit. A gifted speaker and expert on a variety of issues, Mr. Dickson will be joining us tonight as we resume our discussion of Southern Heritage - and those who seek to destroy it.",NULL,NULL,NULL,NULL,NULL
"3006","tpc",NULL,"2006-04-06","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"WINSTON SMITH fills in for host James Edwards tonight and takes you on a journey the likes of which you won't soon forget!",NULL,NULL,NULL,NULL,NULL
"3007","tpc",NULL,"2006-04-07","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: TARRY BEASLEY, Esq. - Three attorneys in one week and all are pro-South! Now what other political talk show can offer you that? Join us tonight as we speak with Tarry Beasley, Commander of the Army of Tennessee, Sons of the Confederate Veterans. Tarry is a great friend of our program and you can't afford to miss his insight regarding our Second War for Independence. Confederate History Month charges forward!",NULL,NULL,NULL,NULL,NULL
"3008","tpc",NULL,"2006-04-10","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: DR. JOHN COBIN - Dr. Cobin is the founder of the Policy of Liberty Institute and is a candidate for U.S. Congress in South Carolina. A friend of our program and Constitutional scholar if there ever was one, join us tonight as Dr. Cobin informs us about his candidacy as well as his latest book.",NULL,NULL,NULL,NULL,NULL
"3009","tpc",NULL,"2006-04-11","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: STEVE McINTYRE - We resume our special coverage of Confederate History Month tonight with an interview featuring Southern Heritage activist Steve McIntyre. This evening's program will focus on Confederate General Nathan Bedford Forrest.",NULL,NULL,NULL,NULL,NULL
"3010","tpc",NULL,"2006-04-12","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: B.J. ELLIS - There is at least one other radio show out there that is battling some of the same demons as we. Tonight we'll be joined by its host, B.J. Ellis.",NULL,NULL,NULL,NULL,NULL
"3011","tpc",NULL,"2006-04-13","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"WINSTON SMITH - Join Cesspool co-host Winston Smith as he rides to the sound of the gunfire this evening while filling in for James Edwards.",NULL,NULL,NULL,NULL,NULL
"3012","tpc",NULL,"2006-04-17","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: KYLE ROGERS - Kyle is the webmaster for the Council of Conservative Citizens and is also President of the Francis Marion Chapter of the CofCC. Join us tonight as he informs us about the Council while also announcing the details about their exciting national conference that will be taking place this June in Louisville, Kentucky!",NULL,NULL,NULL,NULL,NULL
"3013","tpc",NULL,"2006-04-18","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: JAMES HART - The elitists in the Tennessee Republican Party have successfully violated James Hart's freedoms of speech and association. The controversial candidate has officially been removed from the ballot, even though he fulfilled every legal requirement according to state law. Be with us this evening and hear the latest details in this despicable abuse of power.",NULL,NULL,NULL,NULL,NULL
"3014","tpc",NULL,"2006-04-19","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: TOMMY LEE - Mr. Lee is a volunteer with the Brice's Crossroads Museum. He'll be joining us to talk about the Battle of Brice's Crossroads as The Political Cesspool continues its salute to Confederate History Month. Tune in and learn some REAL history!",NULL,NULL,NULL,NULL,NULL
"3015","tpc",NULL,"2006-04-20","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: SENATOR ERNIE CHAMBERS - Winston Smith will be speaking with Nebraska State Senator Ernie Chambers about the Senator's courageous proposal to re-draw the boundaries of Omaha's school districts, making a White district, a Black district, and an Hispanic district.",NULL,NULL,NULL,NULL,NULL
"3016","tpc",NULL,"2006-04-24","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"Cesspool all-stars Bill Rolen and Jess Bonds fill in for host James Edwards and convey their favorite stories regarding the Confederacy. They'll be opening up the phone lines to our listeners this evening and taking your calls throughout the show, which will be focusing on our theme for this month - Southern Heritage. Be sure to give them a call and keep them company! Studio Line: (Toll Free) 1.866.339.9047 Backup Line: (Local) 901.872.8862",NULL,NULL,NULL,NULL,NULL
"3017","tpc",NULL,"2006-04-26","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"CONFEDERATE MEMORIAL DAY SPECIAL - James Edwards and guest co-host Jess Bonds will be hosting tonight's tribute to the South and will be bringing on two very special guests!",NULL,NULL,NULL,NULL,NULL
"3018","tpc",NULL,"2006-04-27","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: HARRY COOPER - Harry is the Executive Director of Sharkhunters International, a world renowned organization that is dedicated to the true history of submarine warfare, particularly that of the German U-Boats. Sharkhunters has been complimented by the likes of the BBC and President Ronald Reagan was even a member. The group offers trips to Germany and Austria each fall where its members not only experience the history, but LIVE it, first-hand! Get the scoop tonight!",NULL,NULL,NULL,NULL,NULL
"3019","tpc",NULL,"2006-05-01","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"ILLEGAL ALIEN ""BOYCOTT"" (Part One) - During the first half of tonight's program we will be tackling the ""boycotts"" being conducted across our country today by the illegal alien invaders. During the second half of the show, State Representative Candidate Austin Farley, R-Dist. 97, will be joining me as we issue our endorsements of the candidates participating in the Shelby County primaries. Election Day is tomorrow!",NULL,NULL,NULL,NULL,NULL
"3020","tpc",NULL,"2006-05-02","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"ILLEGAL ALIEN ""BOYCOTT"" (Part Two) - Tonight we will continue our coverage on the immigration crisis that is destroying America.",NULL,NULL,NULL,NULL,NULL
"3021","tpc",NULL,"2006-05-03","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"AMERICA AND UNCONSTITUTIONAL WARS - Tonight, we will reiterate our America First foreign policy and explain our constitutional reasonings for opposing America's preemptive wars of imperialism abroad.",NULL,NULL,NULL,NULL,NULL
"3022","tpc",NULL,"2006-05-08","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: JIM GILCHRIST - Bill Rolen will be filling in for host James Edwards this evening and will be welcoming Jim Gilchrist to the program. Mr. Gilchrist is the co-founder of The Minuteman Project, the national volunteer organization that has become a leading entity in the fight to secure America's borders. This will be Jim's second live appearance on The Political Cesspool! Don't miss this renowned America First leader.",NULL,NULL,NULL,NULL,NULL
"3023","tpc",NULL,"2006-05-09","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: REVEREND TED PIKE - Winston Smith will be filling in for host James Edwards tonight as we bring back Cesspool favorite, Ted Pike! Rev. Pike is on the front lines when it comes to protecting our freedom of speech. Tune in this evening and learn about the latest developments regarding the so-called ""Hate Crimes"" legislation.",NULL,NULL,NULL,NULL,NULL
"3024","tpc",NULL,"2006-05-16","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"TAPED SHOW: ""Best Of"" The Political Cesspool - Tune in this evening for a previously aired broadcast featuring interviews we conducted with Bay Buchanan and Dr. Michael Hill.",NULL,NULL,NULL,NULL,NULL
"3025","tpc",NULL,"2006-05-17","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"CESSPOOL ALL-STARS - Austin Farley and Mitchell Morrison command the show tonight and spend the hour discussing the horrible trade policies that our government has gotten us into.",NULL,NULL,NULL,NULL,NULL
"3026","tpc",NULL,"2006-05-18","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"WINSTON SMITH rides to the sound of the gunfire tonight in The Political Cesspool. Don't miss his engaging commentary. Host James Edwards returns to the air Monday night!",NULL,NULL,NULL,NULL,NULL
"3027","tpc",NULL,"2006-05-22","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: SHANNON McGAULEY - Mr. McGauley is the President of the Texas Minutement, the official Texas Chapter of the Minuteman Project. Join us as we talk about their activities in addition to breaking down what President Bush's immigration address really means.",NULL,NULL,NULL,NULL,NULL
"3028","tpc",NULL,"2006-05-23","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: JARED TAYLOR - Mr. Taylor is the editor of American Renaissance and will be diving back into The Political Cesspool this evening as we discuss his recent debate of immigration policy with Jose Angel Gutierrez. Jared advocates an America First approach when it comes to immigration and the transcript of his debate can be found at AmRen's website. Don't miss tonight's live interview with this well-spoken defender of our Cause.",NULL,NULL,NULL,NULL,NULL
"3029","tpc",NULL,"2006-05-24","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: JAMIE KELSO - Political Cesspool correspondent Jamie Kelso will join us tonight as we paint a patriot profile of Charles A. Lindbergh. May 20, 1927, was the date in which he made his historic flight across the Atlantic Ocean. An America First activist to the core, tune in this evening as we give you a history lesson not likely to be taught in schools.",NULL,NULL,NULL,NULL,NULL
"3030","tpc",NULL,"2006-05-25","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"WINSTON SMITH fills in for host James Edwards tonight and has plenty of interesting topics to keep you informed!",NULL,NULL,NULL,NULL,NULL
"3031","tpc",NULL,"2006-05-26","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: GORDON LEE BAUM, Esq. - Mr. Baum is the CEO of the Council of Conservative Citizens, one of America's preeminent defenders of truly conservative values. Tune in tonight to learn a little more about the organization, as well as their exciting national conference coming up in June, which is open to the public and will feature a star-studded lineup of speakers and entertainers.",NULL,NULL,NULL,NULL,NULL
"3032","tpc",NULL,"2006-05-30","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: AUSTIN FARLEY - The Political Cesspool co-founder will be the guest tonight as we talk to Austin about his campaign for the Tennessee State Legislature! Don't miss this exciting update and please remember to vote for Austin in the primary on August 3rd if you live in the local area.",NULL,NULL,NULL,NULL,NULL
"3033","tpc",NULL,"2006-05-31","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: EDDIE MILLER - We're known for bringing to you some of the most renowned names in the America First movement. However, what we also like to do occasionally is bring you guests who work steadfastly, behind the scenes, without recognition. Join us tonight as we talk with local political activist Eddie Miller about many of the issues that matter most to you. Ed is a working man who shares our concerns, hopes and dreams.",NULL,NULL,NULL,NULL,NULL
"3034","tpc",NULL,"2006-06-01","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: SENATOR ERNIE CHAMBERS - Senator Chambers of Nebraska will be making his second appearance on The Political Cesspool tonight as he and Winston Smith talk about the recent developments with his public school redistricting plan that would create three districts; one majority White, one majority Black, and one majority Latino.",NULL,NULL,NULL,NULL,NULL
"3035","tpc",NULL,"2006-06-02","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: LEE MILLAR - Lee is with the 51st Tennessee Regiment, Sons of Confederate Veterans, and will be our guest tonght to discuss Confederate Decoration Day in Memphis, which takes place on Sunday at historic Elmwood Cemetary. Mr. Millar also appeared in the movie, ""Gods and Generals.""",NULL,NULL,NULL,NULL,NULL
"3036","tpc",NULL,"2006-06-05","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUESTS: LARRY DARBY and PAUL FROMM - Paul Fromm, Director of the Canada First Immigration Reform Committee will be discussing the Third World immigration invasion and recent attacks on free speech. Before we hear from Paul Fromm, we'll be joined by Larry Darby, a candidate for Attorney General from the great state of Alabama.",NULL,NULL,NULL,NULL,NULL
"3037","tpc",NULL,"2006-06-06","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: JAMES D. JONES - J.D. is the Chairman of the America First Party of Tennessee and probably has more visits to the Cesspool under his belt than any other guest to date! Join us tonight as we visit with J.D. once again and discuss some of the most important issues of the day.",NULL,NULL,NULL,NULL,NULL
"3038","tpc",NULL,"2006-06-07","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: SONNY LANDHAM - Back for an all-new interview with us is film star and former Kentucky Gubernatorial candidate, Sonny Landham. You'll remember Sonny from movies such as ""Predator"" and ""48 Hours,"" but you might not have realized what a staunch defender of Constitutional Rights he has become! Find out this evening.",NULL,NULL,NULL,NULL,NULL
"3039","tpc",NULL,"2006-06-08","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: BOB FARRELL - Bob is the Chairman of the Indiana Council of Conservative Citizens and organizer of the 2006 CofCC National Conference.",NULL,NULL,NULL,NULL,NULL
"3040","tpc",NULL,"2006-06-09","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: EDGAR STEELE, Esq. - Join us tonight as we hear from one of our most exciting guests of all-time! Ed Steele will be on the program to talk about his suggestion of banning the Republican Party. Be sure to catch his motivating insight.",NULL,NULL,NULL,NULL,NULL
"3041","tpc",NULL,"2006-06-13","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: CATHERINE CHESNUTT - Tonight, The Political Cesspool is happy to introduce to you a talented young musician who just happens to be a staunch conservative activist!",NULL,NULL,NULL,NULL,NULL
"3042","tpc",NULL,"2006-06-19","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: GORDON LEE BAUM, Esq. - We'll wrap up our coverage of the 2006 Council of Conservative Citizens national conference tonight as we welcome Mr. Baum back to the program. Gordon is the CEO of the CofCC and will be on the air with us to give us a recap of all the weekend's festivities. Don't miss!",NULL,NULL,NULL,NULL,NULL
"3043","tpc",NULL,"2006-06-20","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: BOB WHITAKER - Bob is a former appointee of the Reagan Administration and will be with us this evening to talk about how public schools and colleges are now used as nothing more than politically correct indoctrination camps. Bob also wrote a book regarding this topic entitled, ""Why Johnny Can't Think: America's Professor Priesthood.""",NULL,NULL,NULL,NULL,NULL
"3044","tpc",NULL,"2006-06-21","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: DR. JOHN COBIN - We'll be hearing a commentary from Dr. Cobin tonight that deals with the origins of our American Revolution. Before that, join us as we update you on the latest happenings in Austin Farley's campaign for the Tennessee State House of Representatives. If you live in District 97, be sure to cast your vote for AUSTIN FARLEY in the primary on August 3.",NULL,NULL,NULL,NULL,NULL
"3045","tpc",NULL,"2006-06-22","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: BILL BALSAMICO - Join Winston Smith tonight as he fills in for James Edwards and brings to you a man who his using his restaurant, along with his freedom of speech, to advance the tenets of America First! Today is also the birthday of host James Edwards, who turns 26!",NULL,NULL,NULL,NULL,NULL
"3046","tpc",NULL,"2006-06-23","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: PETER STANTON - Political Cesspool international correspondent, Pete Stanton, will be calling in live tonight from Rota, Spain, to bring us up-to-date on how Europe is fairing with the problems associated with multiculturalism.",NULL,NULL,NULL,NULL,NULL
"3047","tpc",NULL,"2006-06-26","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: DR. JOHN COBIN - Noted author and lecturer, Dr. John Cobin rejoins us tonight as we discuss his candidacy for Congress in South Carolina. His message: secession. After we speak with Dr. Cobin tonight, we'll be talking about the origins of Political Correctness, a.k.a. Cultural Marxism, and the danger this thought process poses to all Americans. Don't miss!",NULL,NULL,NULL,NULL,NULL
"3048","tpc",NULL,"2006-06-27","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: KYLE ROGERS - Kyle is the national webmaster for the Council of Conservative Citizens and is also a leader of the South Carolina CofCC. Not long ago, Kyle helped organize one of the biggest anti-amnesty rallies in the United States and on Thursday, he will be at it again, protesting traitor John McCain's speaking engagement in Columbia, S.C. Find out more tonight!",NULL,NULL,NULL,NULL,NULL
"3049","tpc",NULL,"2006-06-28","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: AUSTIN FARLEY - With just over a month to go until primary election day in Shelby County, Austin comes back to the show this evening to update us on his campaign and the momentum it is gaining! Austin Farley, co-founder of The Political Cesspool, needs your vote in the Republican Primary. If you live in Tennessee State Representative District 97, you can help usher in a new era of constitutional populism in Tennessee by voting for Austin on August 3.",NULL,NULL,NULL,NULL,NULL
